workerid,internal_node_id,response,rt,stimulus,time_elapsed,trial_index,scales,within_group,exp_group
6,0.0-4.0-0.13,1,7376,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,126503,17,attractive,1,1
7,0.0-4.0-0.3,0,4104,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,27599,7,attractive,1,1
7,0.0-4.0-0.11,0,1182,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,45863,15,attractive,1,1
8,0.0-4.0-0.6,1,7744,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,94357,10,attractive,1,1
8,0.0-4.0-0.12,1,11078,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,146491,16,attractive,1,1
11,0.0-4.0-0.6,0,14520,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,135679,10,attractive,1,1
11,0.0-4.0-0.12,0,5213,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,166511,16,attractive,1,1
12,0.0-4.0-0.4,1,10787,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,77730,8,attractive,1,1
12,0.0-4.0-0.7,1,7202,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,95365,11,attractive,1,1
13,0.0-4.0-0.2,0,6440,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,111418,6,attractive,1,1
13,0.0-4.0-0.12,0,3158,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,163143,16,attractive,1,1
14,0.0-4.0-0.5,1,8252,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,90915,9,attractive,1,1
14,0.0-4.0-0.10,1,11977,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,139232,14,attractive,1,1
15,0.0-4.0-0.1,0,3198,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,28149,5,attractive,1,1
15,0.0-4.0-0.10,0,2966,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,66708,14,attractive,1,1
16,0.0-4.0-0.2,0,3999,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,57387,6,attractive,1,1
16,0.0-4.0-0.11,0,2792,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,84715,15,attractive,1,1
17,0.0-4.0-0.0,0,9594,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,62649,4,attractive,1,1
17,0.0-4.0-0.12,1,3029,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,126600,16,attractive,1,1
18,0.0-4.0-0.0,1,5382,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,49675,4,attractive,1,1
18,0.0-4.0-0.7,1,4312,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,92881,11,attractive,1,1
20,0.0-4.0-0.2,0,3446,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,25200,6,attractive,1,1
20,0.0-4.0-0.13,0,1614,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,53064,17,attractive,1,1
21,0.0-4.0-0.6,0,6635,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,53968,10,attractive,1,1
21,0.0-4.0-0.13,0,5847,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,74256,17,attractive,1,1
22,0.0-4.0-0.0,1,4946,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,25559,4,attractive,1,1
22,0.0-4.0-0.9,1,11453,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,77609,13,attractive,1,1
23,0.0-4.0-0.4,1,9001,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,112853,8,attractive,1,1
23,0.0-4.0-0.9,0,9592,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,168210,13,attractive,1,1
24,0.0-4.0-0.4,1,13072,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,85538,8,attractive,1,1
24,0.0-4.0-0.13,0,19319,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,166122,17,attractive,1,1
25,0.0-4.0-0.2,1,6039,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,45909,6,attractive,1,1
25,0.0-4.0-0.11,1,6092,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,99820,15,attractive,1,1
26,0.0-4.0-0.5,1,6517,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,84361,9,attractive,1,1
26,0.0-4.0-0.11,1,4353,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,110912,15,attractive,1,1
27,0.0-4.0-0.5,1,5521,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,138299,9,attractive,1,1
27,0.0-4.0-0.11,1,3487,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,171435,15,attractive,1,1
28,0.0-4.0-0.4,1,11048,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,250858,8,attractive,1,1
28,0.0-4.0-0.10,1,9014,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,303687,14,attractive,1,1
29,0.0-4.0-0.5,1,7151,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,210711,9,attractive,1,1
29,0.0-4.0-0.13,1,7071,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,259646,17,attractive,1,1
30,0.0-4.0-0.5,1,2285,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,44333,9,attractive,1,1
30,0.0-4.0-0.10,1,1485,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,56254,14,attractive,1,1
32,0.0-4.0-0.1,1,4014,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,52858,5,attractive,1,1
32,0.0-4.0-0.10,1,9114,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,178295,14,attractive,1,1
33,0.0-4.0-0.3,1,13938,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,70850,7,attractive,1,1
33,0.0-4.0-0.7,1,4982,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,99589,11,attractive,1,1
6,0.0-5.0-0.12,1,2820,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,223031,30,attractive,2,2
6,0.0-5.0-0.24,1,9872,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,292418,42,attractive,2,2
7,0.0-5.0-0.8,0,5583,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,79098,26,attractive,2,2
7,0.0-5.0-0.19,0,1628,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,99569,37,attractive,2,2
8,0.0-5.0-0.9,1,6439,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,206782,27,attractive,2,2
8,0.0-5.0-0.23,1,3352,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,261889,41,attractive,2,2
11,0.0-5.0-0.2,0,2493,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,189644,20,attractive,2,2
11,0.0-5.0-0.14,0,2404,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,239238,32,attractive,2,2
12,0.0-5.0-0.12,1,6730,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,214581,30,attractive,2,2
12,0.0-5.0-0.20,1,6835,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,272602,38,attractive,2,2
13,0.0-5.0-0.8,0,4743,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,235790,26,attractive,2,2
13,0.0-5.0-0.25,0,8362,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,343450,43,attractive,2,2
14,0.0-5.0-0.2,1,9641,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,188833,20,attractive,2,2
14,0.0-5.0-0.14,1,5734,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,291346,32,attractive,2,2
15,0.0-5.0-0.11,0,4726,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,122129,29,attractive,2,2
15,0.0-5.0-0.18,0,2201,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,144179,36,attractive,2,2
16,0.0-5.0-0.12,0,2656,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,151059,30,attractive,2,2
16,0.0-5.0-0.22,0,5816,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,183075,40,attractive,2,2
17,0.0-5.0-0.12,1,3019,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,192693,30,attractive,2,2
17,0.0-5.0-0.20,1,1995,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,223122,38,attractive,2,2
18,0.0-5.0-0.1,1,3911,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,148731,19,attractive,2,2
18,0.0-5.0-0.20,1,5829,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,267285,38,attractive,2,2
20,0.0-5.0-0.12,0,1246,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,97399,30,attractive,2,2
20,0.0-5.0-0.15,0,2014,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,106184,33,attractive,2,2
21,0.0-5.0-0.0,0,7163,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,81420,18,attractive,2,2
21,0.0-5.0-0.22,0,3775,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,172104,40,attractive,2,2
22,0.0-5.0-0.6,1,3696,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,173537,24,attractive,2,2
22,0.0-5.0-0.17,1,3294,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,231113,35,attractive,2,2
23,0.0-5.0-0.10,0,2067,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,229843,28,attractive,2,2
23,0.0-5.0-0.16,0,1875,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,243353,34,attractive,2,2
24,0.0-5.0-0.9,0,3880,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,239522,27,attractive,2,2
24,0.0-5.0-0.19,0,2391,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,289890,37,attractive,2,2
25,0.0-5.0-0.6,1,4230,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,152115,24,attractive,2,2
25,0.0-5.0-0.13,1,3357,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,196665,31,attractive,2,2
26,0.0-5.0-0.9,1,8576,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,194255,27,attractive,2,2
26,0.0-5.0-0.16,1,4939,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,241559,34,attractive,2,2
27,0.0-5.0-0.11,0,8567,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,262048,29,attractive,2,2
27,0.0-5.0-0.16,0,6250,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,288122,34,attractive,2,2
28,0.0-5.0-0.11,0,12531,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,465640,29,attractive,2,2
28,0.0-5.0-0.24,1,2099,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,595988,42,attractive,2,2
29,0.0-5.0-0.10,1,9656,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,365879,28,attractive,2,2
29,0.0-5.0-0.21,1,4567,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,465815,39,attractive,2,2
30,0.0-5.0-0.5,1,2896,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,86923,23,attractive,2,2
30,0.0-5.0-0.15,1,4309,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,107820,33,attractive,2,2
32,0.0-5.0-0.1,1,3909,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,375599,19,attractive,2,2
32,0.0-5.0-0.15,0,1578,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,574862,33,attractive,2,2
33,0.0-5.0-0.7,1,5514,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,187466,25,attractive,2,2
33,0.0-5.0-0.18,1,3479,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,268240,36,attractive,2,2
6,0.0-5.0-0.9,1,5975,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,208981,27,attractive,2,3
6,0.0-5.0-0.23,1,4556,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,282544,41,attractive,2,3
7,0.0-5.0-0.6,0,2077,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,72025,24,attractive,2,3
7,0.0-5.0-0.14,0,2056,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,88201,32,attractive,2,3
8,0.0-5.0-0.7,0,5621,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,199108,25,attractive,2,3
8,0.0-5.0-0.20,1,3691,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,251495,38,attractive,2,3
11,0.0-5.0-0.7,0,2412,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,205347,25,attractive,2,3
11,0.0-5.0-0.17,0,7829,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,254425,35,attractive,2,3
12,0.0-5.0-0.6,0,5946,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,178714,24,attractive,2,3
12,0.0-5.0-0.18,1,5180,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,260850,36,attractive,2,3
13,0.0-5.0-0.9,0,4507,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,240298,27,attractive,2,3
13,0.0-5.0-0.19,0,15997,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,309745,37,attractive,2,3
14,0.0-5.0-0.0,1,19689,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,171372,18,attractive,2,3
14,0.0-5.0-0.23,1,4501,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,372065,41,attractive,2,3
15,0.0-5.0-0.9,0,3183,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,115020,27,attractive,2,3
15,0.0-5.0-0.19,0,2652,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,146832,37,attractive,2,3
16,0.0-5.0-0.8,0,3712,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,138915,26,attractive,2,3
16,0.0-5.0-0.20,0,2656,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,174812,38,attractive,2,3
17,0.0-5.0-0.3,0,6970,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,153285,21,attractive,2,3
17,0.0-5.0-0.19,1,7585,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,221127,37,attractive,2,3
18,0.0-5.0-0.4,1,5640,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,184353,22,attractive,2,3
18,0.0-5.0-0.18,1,2771,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,259845,36,attractive,2,3
20,0.0-5.0-0.11,0,2279,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,96152,29,attractive,2,3
20,0.0-5.0-0.25,0,3798,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,135536,43,attractive,2,3
21,0.0-5.0-0.7,0,2831,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,116420,25,attractive,2,3
21,0.0-5.0-0.18,0,3083,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,154012,36,attractive,2,3
22,0.0-5.0-0.7,0,6748,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,180288,25,attractive,2,3
22,0.0-5.0-0.15,1,10885,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,223481,33,attractive,2,3
23,0.0-5.0-0.1,0,2341,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,200731,19,attractive,2,3
23,0.0-5.0-0.13,0,2445,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,236410,31,attractive,2,3
24,0.0-5.0-0.2,0,4199,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,190705,20,attractive,2,3
24,0.0-5.0-0.21,0,8255,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,310434,39,attractive,2,3
25,0.0-5.0-0.4,1,4740,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,139060,22,attractive,2,3
25,0.0-5.0-0.24,1,6858,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,271445,42,attractive,2,3
26,0.0-5.0-0.4,1,8209,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,162900,22,attractive,2,3
26,0.0-5.0-0.25,1,11095,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,290260,43,attractive,2,3
27,0.0-5.0-0.3,1,11386,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,217522,21,attractive,2,3
27,0.0-5.0-0.23,0,5005,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,327148,41,attractive,2,3
28,0.0-5.0-0.10,0,12380,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,453107,28,attractive,2,3
28,0.0-5.0-0.15,1,10164,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,498786,33,attractive,2,3
29,0.0-5.0-0.3,1,8216,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,290175,21,attractive,2,3
29,0.0-5.0-0.19,1,8103,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,458294,37,attractive,2,3
30,0.0-5.0-0.1,0,1513,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,74511,19,attractive,2,3
30,0.0-5.0-0.19,1,2004,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,114704,37,attractive,2,3
32,0.0-5.0-0.11,1,2549,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,478762,29,attractive,2,3
32,0.0-5.0-0.21,1,1946,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,590554,39,attractive,2,3
33,0.0-5.0-0.3,0,8548,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,156700,21,attractive,2,3
33,0.0-5.0-0.21,0,5167,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,287302,39,attractive,2,3
6,0.0-4.0-0.4,1,9869,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,64771,8,cold,1,1
6,0.0-4.0-0.7,1,6591,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,86953,11,cold,1,1
7,0.0-4.0-0.5,0,2921,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,32618,9,cold,1,1
7,0.0-4.0-0.9,0,3377,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,41859,13,cold,1,1
8,0.0-4.0-0.4,1,15629,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,81233,8,cold,1,1
8,0.0-4.0-0.8,1,21980,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,121893,12,cold,1,1
11,0.0-4.0-0.0,0,6950,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,84571,4,cold,1,1
11,0.0-4.0-0.11,0,6230,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,161295,15,cold,1,1
12,0.0-4.0-0.3,0,5168,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,66942,7,cold,1,1
12,0.0-4.0-0.8,0,3949,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,99315,12,cold,1,1
13,0.0-4.0-0.1,0,8458,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,104977,5,cold,1,1
13,0.0-4.0-0.10,0,3389,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,155423,14,cold,1,1
14,0.0-4.0-0.0,1,19310,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,55952,4,cold,1,1
