workerid,internal_node_id,response,rt,stimulus,time_elapsed,trial_index,scales,within_group,exp_group
41,0.0-5.0-0.1,0,7973,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",150798,19,attractive,2,3
41,0.0-5.0-0.18,0,9373,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",292516,36,attractive,2,3
42,0.0-5.0-0.9,0,3546,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",218104,27,attractive,2,3
42,0.0-5.0-0.19,0,3017,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",282444,37,attractive,2,3
43,0.0-5.0-0.3,1,3210,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",53957,21,attractive,2,3
43,0.0-5.0-0.19,1,1109,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",74877,37,attractive,2,3
44,0.0-5.0-0.7,1,18703,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",356434,25,attractive,2,3
44,0.0-5.0-0.22,0,5607,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",620936,40,attractive,2,3
45,0.0-5.0-0.9,1,6455,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",177737,27,attractive,2,3
45,0.0-5.0-0.16,1,1391,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",211617,34,attractive,2,3
46,0.0-5.0-0.10,1,10854,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",410363,28,attractive,2,3
46,0.0-5.0-0.14,1,4194,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",427327,32,attractive,2,3
47,0.0-5.0-0.10,0,5015,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",150548,28,attractive,2,3
47,0.0-5.0-0.15,0,3984,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",170300,33,attractive,2,3
48,0.0-5.0-0.1,0,4762,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",80095,19,attractive,2,3
48,0.0-5.0-0.19,0,2221,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",237498,37,attractive,2,3
49,0.0-5.0-0.6,1,6815,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",205092,24,attractive,2,3
49,0.0-5.0-0.22,0,7500,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",337710,40,attractive,2,3
50,0.0-5.0-0.0,0,9710,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",162513,18,attractive,2,3
50,0.0-5.0-0.25,0,1640,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",312452,43,attractive,2,3
52,0.0-5.0-0.11,0,8969,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",375386,29,attractive,2,3
52,0.0-5.0-0.21,0,4523,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",521610,39,attractive,2,3
53,0.0-5.0-0.11,1,4326,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",203485,29,attractive,2,3
53,0.0-5.0-0.18,1,1948,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",223277,36,attractive,2,3
54,0.0-5.0-0.3,1,3196,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",96392,21,attractive,2,3
54,0.0-5.0-0.14,1,3171,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",130861,32,attractive,2,3
55,0.0-5.0-0.7,1,10927,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",254055,25,attractive,2,3
55,0.0-5.0-0.19,1,5542,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",350970,37,attractive,2,3
56,0.0-5.0-0.8,0,1542,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",131219,26,attractive,2,3
56,0.0-5.0-0.22,0,1270,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",155539,40,attractive,2,3
57,0.0-5.0-0.0,1,45805,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",470022,18,attractive,2,3
57,0.0-5.0-0.15,0,1166,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",674382,33,attractive,2,3
58,0.0-5.0-0.0,1,24739,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",164955,18,attractive,2,3
58,0.0-5.0-0.16,0,15399,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",370066,34,attractive,2,3
59,0.0-5.0-0.9,1,6128,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",360038,27,attractive,2,3
59,0.0-5.0-0.15,1,6472,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",422879,33,attractive,2,3
35,0.0-4.0-0.6,0,6178,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,51852,10,cold,1,1
35,0.0-4.0-0.7,0,2811,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,54664,11,cold,1,1
36,0.0-4.0-0.1,1,5795,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,46731,5,cold,1,1
36,0.0-4.0-0.9,1,10346,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,91907,13,cold,1,1
37,0.0-4.0-0.4,1,5611,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,42092,8,cold,1,1
37,0.0-4.0-0.13,1,8122,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,105788,17,cold,1,1
38,0.0-4.0-0.5,1,3172,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,57451,9,cold,1,1
38,0.0-4.0-0.11,1,1601,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,70206,15,cold,1,1
39,0.0-4.0-0.1,0,9765,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,44025,5,cold,1,1
39,0.0-4.0-0.10,0,1683,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,80868,14,cold,1,1
40,0.0-4.0-0.0,1,8617,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,155353,4,cold,1,1
40,0.0-4.0-0.11,1,4222,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,207560,15,cold,1,1
41,0.0-4.0-0.6,0,10883,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,100608,10,cold,1,1
41,0.0-4.0-0.13,0,1747,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,125300,17,cold,1,1
42,0.0-4.0-0.1,0,9436,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,50439,5,cold,1,1
42,0.0-4.0-0.10,0,4952,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,91753,14,cold,1,1
43,0.0-4.0-0.4,1,10826,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,38583,8,cold,1,1
43,0.0-4.0-0.9,0,212,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,41850,13,cold,1,1
44,0.0-4.0-0.5,0,8031,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,127411,9,cold,1,1
44,0.0-4.0-0.12,0,8703,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,181523,16,cold,1,1
45,0.0-4.0-0.3,1,2943,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,45479,7,cold,1,1
45,0.0-4.0-0.12,1,7680,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,78071,16,cold,1,1
46,0.0-4.0-0.3,1,3488,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,227596,7,cold,1,1
46,0.0-4.0-0.8,1,4854,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,280978,12,cold,1,1
47,0.0-4.0-0.4,0,2735,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,38492,8,cold,1,1
47,0.0-4.0-0.13,0,2776,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,71716,17,cold,1,1
48,0.0-4.0-0.2,1,6548,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,31055,6,cold,1,1
48,0.0-4.0-0.13,1,3277,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,68055,17,cold,1,1
49,0.0-4.0-0.6,0,6782,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,90342,10,cold,1,1
49,0.0-4.0-0.9,0,3982,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,99792,13,cold,1,1
50,0.0-4.0-0.1,0,4144,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,111722,5,cold,1,1
50,0.0-4.0-0.13,0,3024,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,152802,17,cold,1,1
52,0.0-4.0-0.5,1,63108,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,122401,9,cold,1,1
52,0.0-4.0-0.12,1,13290,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,179506,16,cold,1,1
53,0.0-4.0-0.4,1,2387,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,37346,8,cold,1,1
53,0.0-4.0-0.13,1,4631,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,87085,17,cold,1,1
54,0.0-4.0-0.4,1,3875,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,51808,8,cold,1,1
54,0.0-4.0-0.9,1,3091,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,66727,13,cold,1,1
55,0.0-4.0-0.1,1,14625,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,59145,5,cold,1,1
55,0.0-4.0-0.10,1,16147,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,131565,14,cold,1,1
56,0.0-4.0-0.6,1,3966,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,48811,10,cold,1,1
56,0.0-4.0-0.12,0,3534,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,75475,16,cold,1,1
57,0.0-4.0-0.0,1,118780,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,241654,4,cold,1,1
57,0.0-4.0-0.11,0,6766,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,414503,15,cold,1,1
58,0.0-4.0-0.1,0,13804,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,72544,5,cold,1,1
58,0.0-4.0-0.12,0,4166,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,134407,16,cold,1,1
59,0.0-4.0-0.5,1,5688,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,132703,9,cold,1,1
59,0.0-4.0-0.10,1,10280,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,172947,14,cold,1,1
35,0.0-5.0-0.7,1,3462,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cold?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",130176,25,cold,2,3
35,0.0-5.0-0.19,1,3115,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cold?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",190550,37,cold,2,3
36,0.0-5.0-0.12,1,3696,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cold?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",191156,30,cold,2,3
36,0.0-5.0-0.25,1,2971,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cold?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",233521,43,cold,2,3
37,0.0-5.0-0.9,1,12850,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cold?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",234435,27,cold,2,3
37,0.0-5.0-0.17,1,7917,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cold?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",291219,35,cold,2,3
38,0.0-5.0-0.12,1,4865,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cold?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",127389,30,cold,2,3
38,0.0-5.0-0.13,1,1118,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cold?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",128510,31,cold,2,3
39,0.0-5.0-0.12,1,6051,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cold?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",177666,30,cold,2,3
39,0.0-5.0-0.13,1,1462,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cold?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",179128,31,cold,2,3
40,0.0-5.0-0.10,0,11230,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cold?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",305044,28,cold,2,3
40,0.0-5.0-0.19,0,2174,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cold?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",339928,37,cold,2,3
41,0.0-5.0-0.5,0,7376,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cold?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",178037,23,cold,2,3
41,0.0-5.0-0.15,0,6491,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cold?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",272510,33,cold,2,3
42,0.0-5.0-0.8,0,20159,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cold?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",214557,26,cold,2,3
42,0.0-5.0-0.21,0,3789,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cold?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",290089,39,cold,2,3
43,0.0-5.0-0.6,1,1416,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cold?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",58672,24,cold,2,3
43,0.0-5.0-0.23,1,900,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cold?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",78244,41,cold,2,3
44,0.0-5.0-0.10,0,26879,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cold?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",426713,28,cold,2,3
44,0.0-5.0-0.23,0,16119,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cold?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",637056,41,cold,2,3
45,0.0-5.0-0.3,0,13528,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cold?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",142088,21,cold,2,3
45,0.0-5.0-0.20,1,12450,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cold?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",243250,38,cold,2,3
46,0.0-5.0-0.8,1,9610,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cold?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",395008,26,cold,2,3
46,0.0-5.0-0.24,1,6693,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cold?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",472014,42,cold,2,3
47,0.0-5.0-0.8,0,4760,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cold?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",142796,26,cold,2,3
47,0.0-5.0-0.13,0,2552,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cold?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",163460,31,cold,2,3
48,0.0-5.0-0.0,1,7276,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cold?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",75332,18,cold,2,3
