workerid,proliferate.condition,internal_node_id,response,rt,stimulus,success,time_elapsed,trial_index,trial_type,error
6,Condition 1,0.0-1.0,1,6231,"<div class=""consent-form""><p> <img src=""header.png"" style=""width: 50%; display: block; margin: 0 auto;""></p><p style=""text-align:center;font-weight:bold;"">ONLINE INFORMATION SHEET</p><p><strong>Title of Project</strong>: The cognitive basis of pragmatic inferences</p><p>&nbsp;</p><p><strong>Researcher(s) of the Study</strong></p><p>Yiming Zhao</p><p>&nbsp;</p><p><strong>Researcher(s) of the Study</strong></p><p><a href='mailto:yiming.zhao21@student.xjtlu.edu.cn'>yiming.zhao21@student.xjtlu.edu.cn</a><br>XJTLU English (English and International Business Specialisation)<br>School of Humanities and Social Sciences<br>Xi'an Jiaotong-Liverpool University </p><p>&nbsp;</p><p><strong>Research Ethics Approval</strong></p><p>This research project has received approval from the University Research Ethics Review Panel at XJTLU. </p><p>&nbsp;</p><p><strong>Informed Consent Statements</strong></p><ul><li>I confirm that I have read and have understood the information sheet dated 22 December 2024 for the above study. I have had the opportunity to consider the information, ask questions and have had these answered satisfactorily. </li><li>I understand that my participation is voluntary and that I am free to withdraw at any time without giving any reason, without my rights being affected. </li><li>I understand that results up to the period of withdrawal may be used. Additionally, because the survey is anonymous, it will not be possible to remove my data after the survey is submitted. </li></ul>",,16800,1,html-button-response,
6,Condition 1,0.0-2.0, ,11941,"In this experiment, you will see several sentences and answer questions about them. <br>For each sentence, you will choose either 'Yes' or 'No' based on the given context. <br>The experiment is conducted in fullscreen mode. <br>When you're ready to begin, please press the space bar.",,28747,2,html-keyboard-response,
6,Condition 1,0.0-3.0,,1690,,TRUE,31451,3,fullscreen,
6,Condition 1,0.0-4.0-0.0,1,6263,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,,37717,4,html-button-response,
6,Condition 1,0.0-4.0-0.1,0,1716,<p style='font-size: 50px;'>Please choose 'Yes' for this question.</p>,,39437,5,html-button-response,
6,Condition 1,0.0-4.0-0.2,1,6381,<p style='font-size: 25px;'>The box is small. <br>Would you conclude that the box is not tiny? </p>,,45820,6,html-button-response,
6,Condition 1,0.0-4.0-0.3,0,9077,<p style='font-size: 25px;'>Robin sometimes stays up late. <br>Would you conclude that Robin doesn't always stay up late?</p>,,54900,7,html-button-response,
6,Condition 1,0.0-4.0-0.4,1,9869,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,,64771,8,html-button-response,
6,Condition 1,0.0-4.0-0.5,1,5925,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,,70699,9,html-button-response,
6,Condition 1,0.0-4.0-0.6,0,9658,<p style='font-size: 25px;'>Daphne eats some of the cookies. <br>Would you conclude that Daphne did not eat all of the cookies?</p>,,80359,10,html-button-response,
6,Condition 1,0.0-4.0-0.7,1,6591,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,,86953,11,html-button-response,
6,Condition 1,0.0-4.0-0.8,0,1755,<p style='font-size: 50px;'>Please choose 'Yes' for this question.</p>,,88710,12,html-button-response,
6,Condition 1,0.0-4.0-0.9,1,4494,<p style='font-size: 25px;'>The box is small. <br>Would you conclude that the box is not tiny? </p>,,93206,13,html-button-response,
6,Condition 1,0.0-4.0-0.10,0,10839,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,,104047,14,html-button-response,
6,Condition 1,0.0-4.0-0.11,0,8051,<p style='font-size: 25px;'>Robin sometimes stays up late. <br>Would you conclude that Robin doesn't always stay up late?</p>,,112100,15,html-button-response,
6,Condition 1,0.0-4.0-0.12,0,7021,<p style='font-size: 25px;'>Daphne eats some of the cookies. <br>Would you conclude that Daphne did not eat all of the cookies?</p>,,119125,16,html-button-response,
6,Condition 1,0.0-4.0-0.13,1,7376,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,,126503,17,html-button-response,
6,Condition 1,0.0-5.0-0.0,0,21239,<p style='font-size: 25px;'>A: Is the problem hard? <br>B: The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,,147744,18,html-button-response,
6,Condition 1,0.0-5.0-0.1,0,6572,<p style='font-size: 25px;'>A: Is the problem unsolvable? <br>B: The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,,154319,19,html-button-response,
6,Condition 1,0.0-5.0-0.2,1,7926,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,,162247,20,html-button-response,
6,Condition 1,0.0-5.0-0.3,1,1633,<p style='font-size: 50px;'>Please choose 'No' for this question.</p>,,163882,21,html-button-response,
6,Condition 1,0.0-5.0-0.4,1,5502,<p style='font-size: 25px;'>A: Is the box tiny? <br>B: The box is small. <br>Would you conclude that the box is not tiny? </p>,,169387,22,html-button-response,
6,Condition 1,0.0-5.0-0.5,0,10346,<p style='font-size: 25px;'>A: Did Daphne eat all of the cookies? <br>B: Daphne eats some of the cookies. <br>Would you conclude that Daphne did not eat all of the cookies?</p>,,179735,23,html-button-response,
6,Condition 1,0.0-5.0-0.6,1,7999,<p style='font-size: 25px;'>A: Is the box small? <br>B: The box is small. <br>Would you conclude that the box is not tiny?</p>,,187737,24,html-button-response,
6,Condition 1,0.0-5.0-0.7,1,5857,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,,193596,25,html-button-response,
6,Condition 1,0.0-5.0-0.8,0,9405,<p style='font-size: 25px;'>A: Did Daphne eat some of the cookies? <br>B: Daphne eats some of the cookies. <br>Would you conclude that Daphne did not eat all of the cookies?</p>,,203004,26,html-button-response,
6,Condition 1,0.0-5.0-0.9,1,5975,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,,208981,27,html-button-response,
6,Condition 1,0.0-5.0-0.10,1,2538,<p style='font-size: 25px;'>A: Does Robin sometimes stay up late? <br>B: Robin sometimes stays up late. <br>Would you conclude that Robin doesn't always stay up late?</p>,,211521,28,html-button-response,
6,Condition 1,0.0-5.0-0.11,0,8686,<p style='font-size: 25px;'>A: Does Robin always stay up late? <br>B: Robin sometimes stays up late. <br>Would you conclude that Robin doesn't always stay up late?</p>,,220209,29,html-button-response,
6,Condition 1,0.0-5.0-0.12,1,2820,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,,223031,30,html-button-response,
6,Condition 1,0.0-5.0-0.13,1,5726,<p style='font-size: 25px;'>A: Is the box tiny? <br>B: The box is small. <br>Would you conclude that the box is not tiny? </p>,,228759,31,html-button-response,
6,Condition 1,0.0-5.0-0.14,0,15643,<p style='font-size: 25px;'>A: Does Robin sometimes stay up late? <br>B: Robin sometimes stays up late. <br>Would you conclude that Robin doesn't always stay up late?</p>,,244404,32,html-button-response,
6,Condition 1,0.0-5.0-0.15,0,3763,<p style='font-size: 25px;'>A: Did Daphne eat all of the cookies? <br>B: Daphne eats some of the cookies. <br>Would you conclude that Daphne did not eat all of the cookies?</p>,,248170,33,html-button-response,
6,Condition 1,0.0-5.0-0.16,0,4258,<p style='font-size: 25px;'>A: Is the problem hard? <br>B: The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,,252430,34,html-button-response,
6,Condition 1,0.0-5.0-0.17,1,2318,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,,254751,35,html-button-response,
6,Condition 1,0.0-5.0-0.18,0,5383,<p style='font-size: 25px;'>A: Does Robin always stay up late? <br>B: Robin sometimes stays up late. <br>Would you conclude that Robin doesn't always stay up late?</p>,,260137,36,html-button-response,
6,Condition 1,0.0-5.0-0.19,0,3054,<p style='font-size: 25px;'>A: Is the problem unsolvable? <br>B: The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,,263193,37,html-button-response,
6,Condition 1,0.0-5.0-0.20,1,10660,<p style='font-size: 25px;'>A: Is the box small? <br>B: The box is small. <br>Would you conclude that the box is not tiny?</p>,,273855,38,html-button-response,
6,Condition 1,0.0-5.0-0.21,1,2780,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,,276638,39,html-button-response,
6,Condition 1,0.0-5.0-0.22,1,1346,<p style='font-size: 50px;'>Please choose 'No' for this question.</p>,,277986,40,html-button-response,
6,Condition 1,0.0-5.0-0.23,1,4556,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,,282544,41,html-button-response,
6,Condition 1,0.0-5.0-0.24,1,9872,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,,292418,42,html-button-response,
6,Condition 1,0.0-5.0-0.25,0,5279,<p style='font-size: 25px;'>A: Did Daphne eat some of the cookies? <br>B: Daphne eats some of the cookies. <br>Would you conclude that Daphne did not eat all of the cookies?</p>,,297699,43,html-button-response,
6,Condition 1,0.0-6.0,,,,TRUE,298716,44,fullscreen,
6,Condition 1,0.0-7.0,{'Comment': ''},6349,,,305098,45,survey-text,
6,Condition 1,0.0-8.0,,,"<p style=""font-size: 25px;"">Thank you for your participation.<br>This is the end of the experiment and you will now be redirected to Prolific.</p>",,309116,46,html-keyboard-response,
24,Condition 1,0.0-0.0,1,14179,"<div class=""consent-form""><p> <img src=""header.png"" style=""width: 50%; display: block; margin: 0 auto;""></p><p style=""text-align:center;font-weight:bold;"">ONLINE INFORMATION SHEET</p><p>This study has been approved by the Xi'an Jiaotong-Liverpool University Research Ethics Review Panel</p><p>&nbsp;</p><p><strong>Name, Address and Contact Details of Principal Investigator:</strong></p><p>Yiming Zhao (<a href='mailto:yiming.zhao21@student.xjtlu.edu.cn'>yiming.zhao21@student.xjtlu.edu.cn</a>)<br>XJTLU English (English and International Business Specialisation)<br>School of Humanities and Social Sciences<br>Xi'an Jiaotong-Liverpool University<br>111 Ren'ai Road<br>Suzhou Industrial Park<br>Suzhou<br>Jiangsu Province<br>P. R. China<br>215123</p><p>&nbsp;</p><p>You are being invited to participate in a research study. Before you decide whether to participate, it is important for you to understand why the research is being done and what it will involve. Please take time to read the following information carefully and feel free to ask us if you would like more information or if there is anything that you do not understand. Please also feel free to discuss this with your friends, relatives, and doctor [where relevant] if you wish. We would like to stress that you do not have to accept this invitation and should only agree to take part if you want to.</p><p>&nbsp;</p><p><strong>What is the purpose of the study?</strong></p><p>This study investigates how people understand certain linguistic expressions in English and Chinese, aiming to contribute to a better understanding of language and communication across cultures.</p><p>&nbsp;</p><p><strong>Why have I been chosen to take part?</strong></p><p>You have been invited to participate because the study focuses on understanding how native speakers of English and Chinese interpret linguistic expressions. We are seeking individuals who meet this criterion to ensure the study's findings are accurate and meaningful. Approximately 100 participants will take part in this research.</p><p>&nbsp;</p><p><strong>Do I have to take part?</strong></p><p>Participation is voluntary and participants are free to withdraw at any time without explanation and without incurring a disadvantage.</p><p>&nbsp;</p><p><strong>What will happen if I take part?</strong></p><p>If you decide to take part in this study, you will complete a series of online tasks. These tasks involve reading sentences or phrases and answering simple questions about their meaning.</p><p>&nbsp;</p><p>The study will take approximately 10 minutes to complete.Your main responsibility as a participant is to follow the instructions provided on the screen and answer the questions as accurately as possible.</p><p>&nbsp;</p><p><strong>How will my data be used?</strong></p><p>The University processes personal data as part of its research and teaching activities in accordance with the lawful basis of public task, and in accordance with the University's purpose of advancing education, learning and research for the public benefit. </p><p>&nbsp;</p><p>Under the 'Data Security Law of the People's Republic of China' and the 'Personal Information Protection Law of the People's Republic of China', the University acts as the Data Controller for personal data collected as part of the University's research. [Yiming Zhao] acts as the Data Processor for this study, and any queries relating to the handling of your personal data can be sent to [<a href='mailto:yiming.zhao21@student.xjtlu.edu.cn'>yiming.zhao21@student.xjtlu.edu.cn</a>]. </p><p>&nbsp;</p><p><strong>Expenses and / or payments</strong></p><p>Participants do not need to pay any expenses to take part in this study. You will receive a small payment as a token of appreciation for your time and effort upon completing the study.</p><p>&nbsp;</p><p><strong>Are there any risks in taking part?</strong></p><p>There are no significant risks or disadvantages associated with participating in this study. If you should experience any discomfort or disadvantage as part of the research, please make it known to the researcher(s) immediately.</p><p>&nbsp;</p><p><strong>Are there any benefits in taking part?</strong></p><p>There are no direct benefits to you for participating in this study. However, your participation will contribute to a better understanding of language and communication, which may benefit future research in this area.</p><p>&nbsp;</p><p><strong>What will happen to the results of the study?</strong></p><p>The results of this study will be analyzed to address the research questions. Participants will not be identifiable from the results, as all data will be anonymized.</p><p>If you would like to receive a summary of the findings, please let the researcher know, and this can be provided to you after the study is completed.</p><p>&nbsp;</p><p><strong>What will happen if I want to stop taking part?</strong></p><p>You can withdraw at any time, without explanation. However, as the data is anonymous at the point of collection, it will not be possible to remove your data after it has been collected.</p><p>&nbsp;</p><p><strong>What if I am unhappy or if there is a problem?</strong></p><p>If you are unhappy, or if there is a problem, please feel free to let us know by contacting [<a href='mailto:yiming.zhao21@student.xjtlu.edu.cn'>yiming.zhao21@student.xjtlu.edu.cn</a>] and we will try to help. If you remain unhappy or have a complaint which you feel you cannot come to us with then you should contact the Chair of the University Research Ethics Review Panel at <a href='mailto:ethics@xjtlu.edu.cn'>ethics@xjtlu.edu.cn</a>. When contacting the University Research Ethics Review Panel administrators, please provide details of the name or description of the study (so that it can be identified), the researcher(s) involved, and the details of the complaint you wish to make.</p><p>&nbsp;</p></div>",,14187,0,html-button-response,
24,Condition 1,0.0-1.0,1,7917,"<div class=""consent-form""><p> <img src=""header.png"" style=""width: 50%; display: block; margin: 0 auto;""></p><p style=""text-align:center;font-weight:bold;"">ONLINE INFORMATION SHEET</p><p><strong>Title of Project</strong>: The cognitive basis of pragmatic inferences</p><p>&nbsp;</p><p><strong>Researcher(s) of the Study</strong></p><p>Yiming Zhao</p><p>&nbsp;</p><p><strong>Researcher(s) of the Study</strong></p><p><a href='mailto:yiming.zhao21@student.xjtlu.edu.cn'>yiming.zhao21@student.xjtlu.edu.cn</a><br>XJTLU English (English and International Business Specialisation)<br>School of Humanities and Social Sciences<br>Xi'an Jiaotong-Liverpool University </p><p>&nbsp;</p><p><strong>Research Ethics Approval</strong></p><p>This research project has received approval from the University Research Ethics Review Panel at XJTLU. </p><p>&nbsp;</p><p><strong>Informed Consent Statements</strong></p><ul><li>I confirm that I have read and have understood the information sheet dated 22 December 2024 for the above study. I have had the opportunity to consider the information, ask questions and have had these answered satisfactorily. </li><li>I understand that my participation is voluntary and that I am free to withdraw at any time without giving any reason, without my rights being affected. </li><li>I understand that results up to the period of withdrawal may be used. Additionally, because the survey is anonymous, it will not be possible to remove my data after the survey is submitted. </li></ul>",,22106,1,html-button-response,
24,Condition 1,0.0-2.0, ,7510,"In this experiment, you will see several sentences and answer questions about them. <br>For each sentence, you will choose either 'Yes' or 'No' based on the given context. <br>The experiment is conducted in fullscreen mode. <br>When you're ready to begin, please press the space bar.",,29637,2,html-keyboard-response,
24,Condition 1,0.0-3.0,,3788,,TRUE,34441,3,fullscreen,
24,Condition 1,0.0-4.0-0.0,0,7879,<p style='font-size: 25px;'>Daphne eats some of the cookies. <br>Would you conclude that Daphne did not eat all of the cookies?</p>,,42322,4,html-button-response,
24,Condition 1,0.0-4.0-0.1,0,2647,<p style='font-size: 50px;'>Please choose 'Yes' for this question.</p>,,44970,5,html-button-response,
24,Condition 1,0.0-4.0-0.2,1,17703,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,,62674,6,html-button-response,
24,Condition 1,0.0-4.0-0.3,0,9790,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,,72465,7,html-button-response,
24,Condition 1,0.0-4.0-0.4,1,13072,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,,85538,8,html-button-response,
24,Condition 1,0.0-4.0-0.5,0,12503,<p style='font-size: 25px;'>Robin sometimes stays up late. <br>Would you conclude that Robin doesn't always stay up late?</p>,,98042,9,html-button-response,
24,Condition 1,0.0-4.0-0.6,0,11815,<p style='font-size: 25px;'>The box is small. <br>Would you conclude that the box is not tiny? </p>,,109858,10,html-button-response,
24,Condition 1,0.0-4.0-0.7,0,7383,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,,117242,11,html-button-response,
24,Condition 1,0.0-4.0-0.8,0,7464,<p style='font-size: 25px;'>Robin sometimes stays up late. <br>Would you conclude that Robin doesn't always stay up late?</p>,,124707,12,html-button-response,
24,Condition 1,0.0-4.0-0.9,0,3510,<p style='font-size: 25px;'>The box is small. <br>Would you conclude that the box is not tiny? </p>,,128218,13,html-button-response,
24,Condition 1,0.0-4.0-0.10,0,12855,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,,141074,14,html-button-response,
24,Condition 1,0.0-4.0-0.11,0,1711,<p style='font-size: 50px;'>Please choose 'Yes' for this question.</p>,,142786,15,html-button-response,
24,Condition 1,0.0-4.0-0.12,0,4015,<p style='font-size: 25px;'>Daphne eats some of the cookies. <br>Would you conclude that Daphne did not eat all of the cookies?</p>,,146802,16,html-button-response,
24,Condition 1,0.0-4.0-0.13,0,19319,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,,166122,17,html-button-response,
24,Condition 1,0.0-5.0-0.0,0,14103,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,,180226,18,html-button-response,
24,Condition 1,0.0-5.0-0.1,0,6278,<p style='font-size: 25px;'>A: Did Daphne eat some of the cookies? <br>B: Daphne eats some of the cookies. <br>Would you conclude that Daphne did not eat all of the cookies?</p>,,186506,19,html-button-response,
24,Condition 1,0.0-5.0-0.2,0,4199,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,,190705,20,html-button-response,
24,Condition 1,0.0-5.0-0.3,0,9025,<p style='font-size: 25px;'>A: Is the box small? <br>B: The box is small. <br>Would you conclude that the box is not tiny?</p>,,199730,21,html-button-response,
24,Condition 1,0.0-5.0-0.4,0,7766,<p style='font-size: 25px;'>A: Is the problem unsolvable? <br>B: The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,,207497,22,html-button-response,
24,Condition 1,0.0-5.0-0.5,0,8368,<p style='font-size: 25px;'>A: Did Daphne eat all of the cookies? <br>B: Daphne eats some of the cookies. <br>Would you conclude that Daphne did not eat all of the cookies?</p>,,215866,23,html-button-response,
24,Condition 1,0.0-5.0-0.6,0,3519,<p style='font-size: 25px;'>A: Is the problem hard? <br>B: The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,,219385,24,html-button-response,
24,Condition 1,0.0-5.0-0.7,0,4063,<p style='font-size: 25px;'>A: Is the box tiny? <br>B: The box is small. <br>Would you conclude that the box is not tiny? </p>,,223449,25,html-button-response,
24,Condition 1,0.0-5.0-0.8,0,12192,<p style='font-size: 25px;'>A: Does Robin sometimes stay up late? <br>B: Robin sometimes stays up late. <br>Would you conclude that Robin doesn't always stay up late?</p>,,235641,26,html-button-response,
24,Condition 1,0.0-5.0-0.9,0,3880,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,,239522,27,html-button-response,
24,Condition 1,0.0-5.0-0.10,0,2679,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,,242202,28,html-button-response,
24,Condition 1,0.0-5.0-0.11,1,1927,<p style='font-size: 50px;'>Please choose 'No' for this question.</p>,,244130,29,html-button-response,
24,Condition 1,0.0-5.0-0.12,0,6064,<p style='font-size: 25px;'>A: Does Robin always stay up late? <br>B: Robin sometimes stays up late. <br>Would you conclude that Robin doesn't always stay up late?</p>,,250194,30,html-button-response,
24,Condition 1,0.0-5.0-0.13,0,3487,<p style='font-size: 25px;'>A: Did Daphne eat some of the cookies? <br>B: Daphne eats some of the cookies. <br>Would you conclude that Daphne did not eat all of the cookies?</p>,,253682,31,html-button-response,
24,Condition 1,0.0-5.0-0.14,0,11231,<p style='font-size: 25px;'>A: Did Daphne eat all of the cookies? <br>B: Daphne eats some of the cookies. <br>Would you conclude that Daphne did not eat all of the cookies?</p>,,264914,32,html-button-response,
24,Condition 1,0.0-5.0-0.15,0,2783,<p style='font-size: 25px;'>A: Does Robin sometimes stay up late? <br>B: Robin sometimes stays up late. <br>Would you conclude that Robin doesn't always stay up late?</p>,,267698,33,html-button-response,
24,Condition 1,0.0-5.0-0.16,0,5520,<p style='font-size: 25px;'>A: Is the problem hard? <br>B: The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,,273219,34,html-button-response,
24,Condition 1,0.0-5.0-0.17,0,10814,<p style='font-size: 25px;'>A: Is the problem unsolvable? <br>B: The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,,284033,35,html-button-response,
24,Condition 1,0.0-5.0-0.18,0,3464,<p style='font-size: 25px;'>A: Is the box tiny? <br>B: The box is small. <br>Would you conclude that the box is not tiny? </p>,,287498,36,html-button-response,
24,Condition 1,0.0-5.0-0.19,0,2391,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,,289890,37,html-button-response,
24,Condition 1,0.0-5.0-0.20,0,12287,<p style='font-size: 25px;'>A: Does Robin always stay up late? <br>B: Robin sometimes stays up late. <br>Would you conclude that Robin doesn't always stay up late?</p>,,302178,38,html-button-response,
24,Condition 1,0.0-5.0-0.21,0,8255,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,,310434,39,html-button-response,
24,Condition 1,0.0-5.0-0.22,0,3023,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,,313457,40,html-button-response,
24,Condition 1,0.0-5.0-0.23,0,3864,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,,317322,41,html-button-response,
24,Condition 1,0.0-5.0-0.24,1,1551,<p style='font-size: 50px;'>Please choose 'No' for this question.</p>,,318874,42,html-button-response,
24,Condition 1,0.0-5.0-0.25,0,4511,<p style='font-size: 25px;'>A: Is the box small? <br>B: The box is small. <br>Would you conclude that the box is not tiny?</p>,,323385,43,html-button-response,
24,Condition 1,0.0-6.0,,,,TRUE,324388,44,fullscreen,
24,Condition 1,0.0-7.0,{'Comment': 'Enjoyed taking part in the study.'},60438,,,384855,45,survey-text,
24,Condition 1,0.0-8.0,,,"<p style=""font-size: 25px;"">Thank you for your participation.<br>This is the end of the experiment and you will now be redirected to Prolific.</p>",,388864,46,html-keyboard-response,
28,Condition 1,0.0-0.0,1,130085,"<div class=""consent-form""><p> <img src=""header.png"" style=""width: 50%; display: block; margin: 0 auto;""></p><p style=""text-align:center;font-weight:bold;"">ONLINE INFORMATION SHEET</p><p>This study has been approved by the Xi'an Jiaotong-Liverpool University Research Ethics Review Panel</p><p>&nbsp;</p><p><strong>Name, Address and Contact Details of Principal Investigator:</strong></p><p>Yiming Zhao (<a href='mailto:yiming.zhao21@student.xjtlu.edu.cn'>yiming.zhao21@student.xjtlu.edu.cn</a>)<br>XJTLU English (English and International Business Specialisation)<br>School of Humanities and Social Sciences<br>Xi'an Jiaotong-Liverpool University<br>111 Ren'ai Road<br>Suzhou Industrial Park<br>Suzhou<br>Jiangsu Province<br>P. R. China<br>215123</p><p>&nbsp;</p><p>You are being invited to participate in a research study. Before you decide whether to participate, it is important for you to understand why the research is being done and what it will involve. Please take time to read the following information carefully and feel free to ask us if you would like more information or if there is anything that you do not understand. Please also feel free to discuss this with your friends, relatives, and doctor [where relevant] if you wish. We would like to stress that you do not have to accept this invitation and should only agree to take part if you want to.</p><p>&nbsp;</p><p><strong>What is the purpose of the study?</strong></p><p>This study investigates how people understand certain linguistic expressions in English and Chinese, aiming to contribute to a better understanding of language and communication across cultures.</p><p>&nbsp;</p><p><strong>Why have I been chosen to take part?</strong></p><p>You have been invited to participate because the study focuses on understanding how native speakers of English and Chinese interpret linguistic expressions. We are seeking individuals who meet this criterion to ensure the study's findings are accurate and meaningful. Approximately 100 participants will take part in this research.</p><p>&nbsp;</p><p><strong>Do I have to take part?</strong></p><p>Participation is voluntary and participants are free to withdraw at any time without explanation and without incurring a disadvantage.</p><p>&nbsp;</p><p><strong>What will happen if I take part?</strong></p><p>If you decide to take part in this study, you will complete a series of online tasks. These tasks involve reading sentences or phrases and answering simple questions about their meaning.</p><p>&nbsp;</p><p>The study will take approximately 10 minutes to complete.Your main responsibility as a participant is to follow the instructions provided on the screen and answer the questions as accurately as possible.</p><p>&nbsp;</p><p><strong>How will my data be used?</strong></p><p>The University processes personal data as part of its research and teaching activities in accordance with the lawful basis of public task, and in accordance with the University's purpose of advancing education, learning and research for the public benefit. </p><p>&nbsp;</p><p>Under the 'Data Security Law of the People's Republic of China' and the 'Personal Information Protection Law of the People's Republic of China', the University acts as the Data Controller for personal data collected as part of the University's research. [Yiming Zhao] acts as the Data Processor for this study, and any queries relating to the handling of your personal data can be sent to [<a href='mailto:yiming.zhao21@student.xjtlu.edu.cn'>yiming.zhao21@student.xjtlu.edu.cn</a>]. </p><p>&nbsp;</p><p><strong>Expenses and / or payments</strong></p><p>Participants do not need to pay any expenses to take part in this study. You will receive a small payment as a token of appreciation for your time and effort upon completing the study.</p><p>&nbsp;</p><p><strong>Are there any risks in taking part?</strong></p><p>There are no significant risks or disadvantages associated with participating in this study. If you should experience any discomfort or disadvantage as part of the research, please make it known to the researcher(s) immediately.</p><p>&nbsp;</p><p><strong>Are there any benefits in taking part?</strong></p><p>There are no direct benefits to you for participating in this study. However, your participation will contribute to a better understanding of language and communication, which may benefit future research in this area.</p><p>&nbsp;</p><p><strong>What will happen to the results of the study?</strong></p><p>The results of this study will be analyzed to address the research questions. Participants will not be identifiable from the results, as all data will be anonymized.</p><p>If you would like to receive a summary of the findings, please let the researcher know, and this can be provided to you after the study is completed.</p><p>&nbsp;</p><p><strong>What will happen if I want to stop taking part?</strong></p><p>You can withdraw at any time, without explanation. However, as the data is anonymous at the point of collection, it will not be possible to remove your data after it has been collected.</p><p>&nbsp;</p><p><strong>What if I am unhappy or if there is a problem?</strong></p><p>If you are unhappy, or if there is a problem, please feel free to let us know by contacting [<a href='mailto:yiming.zhao21@student.xjtlu.edu.cn'>yiming.zhao21@student.xjtlu.edu.cn</a>] and we will try to help. If you remain unhappy or have a complaint which you feel you cannot come to us with then you should contact the Chair of the University Research Ethics Review Panel at <a href='mailto:ethics@xjtlu.edu.cn'>ethics@xjtlu.edu.cn</a>. When contacting the University Research Ethics Review Panel administrators, please provide details of the name or description of the study (so that it can be identified), the researcher(s) involved, and the details of the complaint you wish to make.</p><p>&nbsp;</p></div>",,130104,0,html-button-response,
