workerid,proliferate.condition,internal_node_id,response,rt,stimulus,success,time_elapsed,trial_index,trial_type,error
39,Condition 1,0.0-1.0,1,2222,"<div class=""consent-form""><p> <img src=""header.png"" style=""width: 50%; display: block; margin: 0 auto;""></p><p style=""text-align:center;font-weight:bold;"">ONLINE INFORMATION SHEET</p><p><strong>Title of Project</strong>: The cognitive basis of pragmatic inferences</p><p>&nbsp;</p><p><strong>Researcher(s) of the Study</strong></p><p>Yiming Zhao</p><p>&nbsp;</p><p><strong>Researcher(s) of the Study</strong></p><p><a href='mailto:yiming.zhao21@student.xjtlu.edu.cn'>yiming.zhao21@student.xjtlu.edu.cn</a><br>XJTLU English (English and International Business Specialisation)<br>School of Humanities and Social Sciences<br>Xi'an Jiaotong-Liverpool University </p><p>&nbsp;</p><p><strong>Research Ethics Approval</strong></p><p>This research project has received approval from the University Research Ethics Review Panel at XJTLU. </p><p>&nbsp;</p><p><strong>Informed Consent Statements</strong></p><ul><li>I confirm that I have read and have understood the information sheet dated 22 December 2024 for the above study. I have had the opportunity to consider the information, ask questions and have had these answered satisfactorily. </li><li>I understand that my participation is voluntary and that I am free to withdraw at any time without giving any reason, without my rights being affected. </li><li>I understand that results up to the period of withdrawal may be used. Additionally, because the survey is anonymous, it will not be possible to remove my data after the survey is submitted. </li></ul>",,6052,1,html-button-response,
39,Condition 1,0.0-2.0, ,11052,"In this experiment, you will see several sentences and answer questions about them. <br>For each sentence, you will choose either 'Yes' or 'No' based on the given context. <br>The experiment is conducted in fullscreen mode. <br>When you're ready to begin, please press the space bar.",,17105,2,html-keyboard-response,
39,Condition 1,0.0-3.0,,1629,,True,19745,3,fullscreen,
39,Condition 1,0.0-4.0-0.0,0,14510,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,,34258,4,html-button-response,
39,Condition 1,0.0-4.0-0.1,0,9765,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,,44025,5,html-button-response,
39,Condition 1,0.0-4.0-0.2,0,1406,<p style='font-size: 50px;'>Please choose 'Yes' for this question.</p>,,45432,6,html-button-response,
39,Condition 1,0.0-4.0-0.3,0,5446,<p style='font-size: 25px;'>The box is small. <br>Would you conclude that the box is not tiny? </p>,,50879,7,html-button-response,
39,Condition 1,0.0-4.0-0.4,0,10073,<p style='font-size: 25px;'>Robin sometimes stays up late. <br>Would you conclude that Robin doesn't always stay up late?</p>,,60953,8,html-button-response,
39,Condition 1,0.0-4.0-0.5,0,5321,<p style='font-size: 25px;'>Daphne eats some of the cookies. <br>Would you conclude that Daphne did not eat all of the cookies?</p>,,66275,9,html-button-response,
39,Condition 1,0.0-4.0-0.6,1,5146,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,,71422,10,html-button-response,
39,Condition 1,0.0-4.0-0.7,0,3241,<p style='font-size: 25px;'>Daphne eats some of the cookies. <br>Would you conclude that Daphne did not eat all of the cookies?</p>,,74663,11,html-button-response,
39,Condition 1,0.0-4.0-0.8,0,1099,<p style='font-size: 50px;'>Please choose 'Yes' for this question.</p>,,75764,12,html-button-response,
39,Condition 1,0.0-4.0-0.9,0,3420,<p style='font-size: 25px;'>Robin sometimes stays up late. <br>Would you conclude that Robin doesn't always stay up late?</p>,,79184,13,html-button-response,
39,Condition 1,0.0-4.0-0.10,0,1683,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,,80868,14,html-button-response,
39,Condition 1,0.0-4.0-0.11,1,2995,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,,83864,15,html-button-response,
39,Condition 1,0.0-4.0-0.12,1,5154,<p style='font-size: 25px;'>The box is small. <br>Would you conclude that the box is not tiny? </p>,,89018,16,html-button-response,
39,Condition 1,0.0-4.0-0.13,0,3606,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,,92625,17,html-button-response,
39,Condition 1,0.0-5.0-0.0,0,16084,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem hard?&quot;<br>George replies: &quot;The problem was hard.&quot; <br>Would you conculde that the problem was not unsolvable?</p>",,108710,18,html-button-response,
39,Condition 1,0.0-5.0-0.1,0,6739,"<p style='font-size: 25px;'>Robin's Dad advises Robin to go to bed early.<br>One evening, after dinner, Dad asks Robin: &quot;Do you sometimes stay up late?&quot;<br>Robin replies: &quot;I sometimes stay up late.&quot;<br>Would you conclude that Robin does not always stay up late?</p>",,115450,19,html-button-response,
39,Condition 1,0.0-5.0-0.2,0,4959,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",,120410,20,html-button-response,
39,Condition 1,0.0-5.0-0.3,1,11876,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cool?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",,132287,21,html-button-response,
39,Condition 1,0.0-5.0-0.4,0,6631,"<p style='font-size: 25px;'>Mom does not allow Daphne to eat cookies. <br>One day, after returning home, Mom asks Daphne: &quot;Did you eat all of the cookies?&quot;<br>Daphne replies: &quot;I ate some of the cookies.&quot;<br>Would you conclude that Daphne did not eat all of the cookies?</p>",,138919,22,html-button-response,
39,Condition 1,0.0-5.0-0.5,1,10432,"<p style='font-size: 25px;'>John was getting married in a few days, and he was going to put the ring in his pocket so he could take it out for the wedding. <br>To keep the ring from wearing out, he wanted a box for the ring. <br>So he asked his friend Tommy to buy one. <br>Tommy called John after choosing the box, and John asked: &quot;Is the box small?&quot;<br>Tommy replies: &quot;The box is small.&quot;<br>Would you conclude that the box is not tiny?</p>",,149353,23,html-button-response,
39,Condition 1,0.0-5.0-0.6,1,3855,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",,153209,24,html-button-response,
39,Condition 1,0.0-5.0-0.7,0,3068,"<p style='font-size: 25px;'>Robin's Dad advises Robin to go to bed early.<br>One evening, after dinner, Dad asks Robin: &quot;Do you always stay up late?&quot;<br>Robin replies: &quot;I sometimes stay up late.&quot;<br>Would you conclude that Robin does not always stay up late?</p>",,156278,25,html-button-response,
39,Condition 1,0.0-5.0-0.8,1,8134,"<p style='font-size: 25px;'>John was getting married in a few days, and he was going to put the ring in his pocket so he could take it out for the wedding. <br>To keep the ring from wearing out, he wanted a box for the ring. <br>So he asked his friend Tommy to buy one. <br>Tommy called John after choosing the box, and John asked: &quot;Is the box tiny?&quot;<br>Tommy replies: &quot;The box is small.&quot;<br>Would you conclude that the box is not tiny?</p>",,164414,26,html-button-response,
39,Condition 1,0.0-5.0-0.9,1,1414,<p style='font-size: 50px;'>Please choose 'No' for this question.</p>,,165828,27,html-button-response,
39,Condition 1,0.0-5.0-0.10,0,3630,"<p style='font-size: 25px;'>Mom does not allow Daphne to eat cookies. <br>One day, after returning home, Mom asks Daphne: &quot;Did you eat some of the cookies?&quot;<br>Daphne replies: &quot;I ate some of the cookies.&quot;<br>Would you conclude that Daphne did not eat all of the cookies?</p>",,169459,28,html-button-response,
39,Condition 1,0.0-5.0-0.11,1,2153,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan attractive?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",,171613,29,html-button-response,
39,Condition 1,0.0-5.0-0.12,1,6051,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cold?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",,177666,30,html-button-response,
39,Condition 1,0.0-5.0-0.13,1,1462,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cold?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",,179128,31,html-button-response,
39,Condition 1,0.0-5.0-0.14,0,3492,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",,182621,32,html-button-response,
39,Condition 1,0.0-5.0-0.15,1,4093,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan attractive?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",,186714,33,html-button-response,
39,Condition 1,0.0-5.0-0.16,1,3226,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cool?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",,189941,34,html-button-response,
39,Condition 1,0.0-5.0-0.17,1,1254,<p style='font-size: 50px;'>Please choose 'No' for this question.</p>,,191196,35,html-button-response,
39,Condition 1,0.0-5.0-0.18,0,13710,"<p style='font-size: 25px;'>Robin's Dad advises Robin to go to bed early.<br>One evening, after dinner, Dad asks Robin: &quot;Do you sometimes stay up late?&quot;<br>Robin replies: &quot;I sometimes stay up late.&quot;<br>Would you conclude that Robin does not always stay up late?</p>",,204906,36,html-button-response,
39,Condition 1,0.0-5.0-0.19,0,4542,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem hard?&quot;<br>George replies: &quot;The problem was hard.&quot; <br>Would you conculde that the problem was not unsolvable?</p>",,209449,37,html-button-response,
39,Condition 1,0.0-5.0-0.20,1,7840,"<p style='font-size: 25px;'>John was getting married in a few days, and he was going to put the ring in his pocket so he could take it out for the wedding. <br>To keep the ring from wearing out, he wanted a box for the ring. <br>So he asked his friend Tommy to buy one. <br>Tommy called John after choosing the box, and John asked: &quot;Is the box tiny?&quot;<br>Tommy replies: &quot;The box is small.&quot;<br>Would you conclude that the box is not tiny?</p>",,217289,38,html-button-response,
39,Condition 1,0.0-5.0-0.21,0,3385,"<p style='font-size: 25px;'>Mom does not allow Daphne to eat cookies. <br>One day, after returning home, Mom asks Daphne: &quot;Did you eat all of the cookies?&quot;<br>Daphne replies: &quot;I ate some of the cookies.&quot;<br>Would you conclude that Daphne did not eat all of the cookies?</p>",,220676,39,html-button-response,
39,Condition 1,0.0-5.0-0.22,0,4845,"<p style='font-size: 25px;'>Robin's Dad advises Robin to go to bed early.<br>One evening, after dinner, Dad asks Robin: &quot;Do you always stay up late?&quot;<br>Robin replies: &quot;I sometimes stay up late.&quot;<br>Would you conclude that Robin does not always stay up late?</p>",,225522,40,html-button-response,
39,Condition 1,0.0-5.0-0.23,0,2014,"<p style='font-size: 25px;'>Mom does not allow Daphne to eat cookies. <br>One day, after returning home, Mom asks Daphne: &quot;Did you eat some of the cookies?&quot;<br>Daphne replies: &quot;I ate some of the cookies.&quot;<br>Would you conclude that Daphne did not eat all of the cookies?</p>",,227536,41,html-button-response,
39,Condition 1,0.0-5.0-0.24,1,2419,"<p style='font-size: 25px;'>John was getting married in a few days, and he was going to put the ring in his pocket so he could take it out for the wedding. <br>To keep the ring from wearing out, he wanted a box for the ring. <br>So he asked his friend Tommy to buy one. <br>Tommy called John after choosing the box, and John asked: &quot;Is the box small?&quot;<br>Tommy replies: &quot;The box is small.&quot;<br>Would you conclude that the box is not tiny?</p>",,229955,42,html-button-response,
39,Condition 1,0.0-5.0-0.25,1,1552,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",,231509,43,html-button-response,
39,Condition 1,0.0-6.0,,,,True,232513,44,fullscreen,
39,Condition 1,0.0-7.0,{'Comment': ''},3033,,,235554,45,survey-text,
39,Condition 1,0.0-8.0,,,"<p style=""font-size: 25px;"">Thank you for your participation.<br>This is the end of the experiment and you will now be redirected to Prolific.</p>",,239580,46,html-keyboard-response,
59,Condition 1,0.0-0.0,1,6353,"<div class=""consent-form""><p> <img src=""header.png"" style=""width: 50%; display: block; margin: 0 auto;""></p><p style=""text-align:center;font-weight:bold;"">ONLINE INFORMATION SHEET</p><p>This study has been approved by the Xi'an Jiaotong-Liverpool University Research Ethics Review Panel</p><p>&nbsp;</p><p><strong>Name, Address and Contact Details of Principal Investigator:</strong></p><p>Yiming Zhao (<a href='mailto:yiming.zhao21@student.xjtlu.edu.cn'>yiming.zhao21@student.xjtlu.edu.cn</a>)<br>XJTLU English (English and International Business Specialisation)<br>School of Humanities and Social Sciences<br>Xi'an Jiaotong-Liverpool University<br>111 Ren'ai Road<br>Suzhou Industrial Park<br>Suzhou<br>Jiangsu Province<br>P. R. China<br>215123</p><p>&nbsp;</p><p>You are being invited to participate in a research study. Before you decide whether to participate, it is important for you to understand why the research is being done and what it will involve. Please take time to read the following information carefully and feel free to ask us if you would like more information or if there is anything that you do not understand. Please also feel free to discuss this with your friends, relatives, and doctor [where relevant] if you wish. We would like to stress that you do not have to accept this invitation and should only agree to take part if you want to.</p><p>&nbsp;</p><p><strong>What is the purpose of the study?</strong></p><p>This study investigates how people understand certain linguistic expressions in English and Chinese, aiming to contribute to a better understanding of language and communication across cultures.</p><p>&nbsp;</p><p><strong>Why have I been chosen to take part?</strong></p><p>You have been invited to participate because the study focuses on understanding how native speakers of English and Chinese interpret linguistic expressions. We are seeking individuals who meet this criterion to ensure the study's findings are accurate and meaningful. Approximately 100 participants will take part in this research.</p><p>&nbsp;</p><p><strong>Do I have to take part?</strong></p><p>Participation is voluntary and participants are free to withdraw at any time without explanation and without incurring a disadvantage.</p><p>&nbsp;</p><p><strong>What will happen if I take part?</strong></p><p>If you decide to take part in this study, you will complete a series of online tasks. These tasks involve reading sentences or phrases and answering simple questions about their meaning.</p><p>&nbsp;</p><p>The study will take approximately 10 minutes to complete.Your main responsibility as a participant is to follow the instructions provided on the screen and answer the questions as accurately as possible.</p><p>&nbsp;</p><p><strong>How will my data be used?</strong></p><p>The University processes personal data as part of its research and teaching activities in accordance with the lawful basis of public task, and in accordance with the University's purpose of advancing education, learning and research for the public benefit. </p><p>&nbsp;</p><p>Under the 'Data Security Law of the People's Republic of China' and the 'Personal Information Protection Law of the People's Republic of China', the University acts as the Data Controller for personal data collected as part of the University's research. [Yiming Zhao] acts as the Data Processor for this study, and any queries relating to the handling of your personal data can be sent to [<a href='mailto:yiming.zhao21@student.xjtlu.edu.cn'>yiming.zhao21@student.xjtlu.edu.cn</a>]. </p><p>&nbsp;</p><p><strong>Expenses and / or payments</strong></p><p>Participants do not need to pay any expenses to take part in this study. You will receive a small payment as a token of appreciation for your time and effort upon completing the study.</p><p>&nbsp;</p><p><strong>Are there any risks in taking part?</strong></p><p>There are no significant risks or disadvantages associated with participating in this study. If you should experience any discomfort or disadvantage as part of the research, please make it known to the researcher(s) immediately.</p><p>&nbsp;</p><p><strong>Are there any benefits in taking part?</strong></p><p>There are no direct benefits to you for participating in this study. However, your participation will contribute to a better understanding of language and communication, which may benefit future research in this area.</p><p>&nbsp;</p><p><strong>What will happen to the results of the study?</strong></p><p>The results of this study will be analyzed to address the research questions. Participants will not be identifiable from the results, as all data will be anonymized.</p><p>If you would like to receive a summary of the findings, please let the researcher know, and this can be provided to you after the study is completed.</p><p>&nbsp;</p><p><strong>What will happen if I want to stop taking part?</strong></p><p>You can withdraw at any time, without explanation. However, as the data is anonymous at the point of collection, it will not be possible to remove your data after it has been collected.</p><p>&nbsp;</p><p><strong>What if I am unhappy or if there is a problem?</strong></p><p>If you are unhappy, or if there is a problem, please feel free to let us know by contacting [<a href='mailto:yiming.zhao21@student.xjtlu.edu.cn'>yiming.zhao21@student.xjtlu.edu.cn</a>] and we will try to help. If you remain unhappy or have a complaint which you feel you cannot come to us with then you should contact the Chair of the University Research Ethics Review Panel at <a href='mailto:ethics@xjtlu.edu.cn'>ethics@xjtlu.edu.cn</a>. When contacting the University Research Ethics Review Panel administrators, please provide details of the name or description of the study (so that it can be identified), the researcher(s) involved, and the details of the complaint you wish to make.</p><p>&nbsp;</p></div>",,6364,0,html-button-response,
59,Condition 1,0.0-1.0,1,64382,"<div class=""consent-form""><p> <img src=""header.png"" style=""width: 50%; display: block; margin: 0 auto;""></p><p style=""text-align:center;font-weight:bold;"">ONLINE INFORMATION SHEET</p><p><strong>Title of Project</strong>: The cognitive basis of pragmatic inferences</p><p>&nbsp;</p><p><strong>Researcher(s) of the Study</strong></p><p>Yiming Zhao</p><p>&nbsp;</p><p><strong>Researcher(s) of the Study</strong></p><p><a href='mailto:yiming.zhao21@student.xjtlu.edu.cn'>yiming.zhao21@student.xjtlu.edu.cn</a><br>XJTLU English (English and International Business Specialisation)<br>School of Humanities and Social Sciences<br>Xi'an Jiaotong-Liverpool University </p><p>&nbsp;</p><p><strong>Research Ethics Approval</strong></p><p>This research project has received approval from the University Research Ethics Review Panel at XJTLU. </p><p>&nbsp;</p><p><strong>Informed Consent Statements</strong></p><ul><li>I confirm that I have read and have understood the information sheet dated 22 December 2024 for the above study. I have had the opportunity to consider the information, ask questions and have had these answered satisfactorily. </li><li>I understand that my participation is voluntary and that I am free to withdraw at any time without giving any reason, without my rights being affected. </li><li>I understand that results up to the period of withdrawal may be used. Additionally, because the survey is anonymous, it will not be possible to remove my data after the survey is submitted. </li></ul>",,70748,1,html-button-response,
59,Condition 1,0.0-2.0, ,12811,"In this experiment, you will see several sentences and answer questions about them. <br>For each sentence, you will choose either 'Yes' or 'No' based on the given context. <br>The experiment is conducted in fullscreen mode. <br>When you're ready to begin, please press the space bar.",,83561,2,html-keyboard-response,
59,Condition 1,0.0-3.0,,3288,,True,87853,3,fullscreen,
59,Condition 1,0.0-4.0-0.0,1,11341,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,,99196,4,html-button-response,
59,Condition 1,0.0-4.0-0.1,1,7315,<p style='font-size: 25px;'>The box is small. <br>Would you conclude that the box is not tiny? </p>,,106513,5,html-button-response,
59,Condition 1,0.0-4.0-0.2,0,1881,<p style='font-size: 50px;'>Please choose 'Yes' for this question.</p>,,108395,6,html-button-response,
59,Condition 1,0.0-4.0-0.3,1,13131,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,,121527,7,html-button-response,
59,Condition 1,0.0-4.0-0.4,0,5486,<p style='font-size: 25px;'>Daphne eats some of the cookies. <br>Would you conclude that Daphne did not eat all of the cookies?</p>,,127014,8,html-button-response,
59,Condition 1,0.0-4.0-0.5,1,5688,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,,132703,9,html-button-response,
59,Condition 1,0.0-4.0-0.6,0,6406,<p style='font-size: 25px;'>Robin sometimes stays up late. <br>Would you conclude that Robin doesn't always stay up late?</p>,,139110,10,html-button-response,
59,Condition 1,0.0-4.0-0.7,0,1662,<p style='font-size: 50px;'>Please choose 'Yes' for this question.</p>,,140774,11,html-button-response,
59,Condition 1,0.0-4.0-0.8,1,13173,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,,153948,12,html-button-response,
59,Condition 1,0.0-4.0-0.9,1,8717,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,,162665,13,html-button-response,
59,Condition 1,0.0-4.0-0.10,1,10280,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,,172947,14,html-button-response,
59,Condition 1,0.0-4.0-0.11,1,9631,<p style='font-size: 25px;'>The box is small. <br>Would you conclude that the box is not tiny? </p>,,182579,15,html-button-response,
59,Condition 1,0.0-4.0-0.12,0,8771,<p style='font-size: 25px;'>Robin sometimes stays up late. <br>Would you conclude that Robin doesn't always stay up late?</p>,,191351,16,html-button-response,
59,Condition 1,0.0-4.0-0.13,0,5324,<p style='font-size: 25px;'>Daphne eats some of the cookies. <br>Would you conclude that Daphne did not eat all of the cookies?</p>,,196676,17,html-button-response,
59,Condition 1,0.0-5.0-0.0,1,10883,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan attractive?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",,207560,18,html-button-response,
59,Condition 1,0.0-5.0-0.1,0,14541,"<p style='font-size: 25px;'>Mom does not allow Daphne to eat cookies. <br>One day, after returning home, Mom asks Daphne: &quot;Did you eat some of the cookies?&quot;<br>Daphne replies: &quot;I ate some of the cookies.&quot;<br>Would you conclude that Daphne did not eat all of the cookies?</p>",,222101,19,html-button-response,
59,Condition 1,0.0-5.0-0.2,1,18862,"<p style='font-size: 25px;'>John was getting married in a few days, and he was going to put the ring in his pocket so he could take it out for the wedding. <br>To keep the ring from wearing out, he wanted a box for the ring. <br>So he asked his friend Tommy to buy one. <br>Tommy called John after choosing the box, and John asked: &quot;Is the box tiny?&quot;<br>Tommy replies: &quot;The box is small.&quot;<br>Would you conclude that the box is not tiny?</p>",,240965,20,html-button-response,
59,Condition 1,0.0-5.0-0.3,1,49680,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",,290647,21,html-button-response,
59,Condition 1,0.0-5.0-0.4,1,1489,<p style='font-size: 50px;'>Please choose 'No' for this question.</p>,,292137,22,html-button-response,
59,Condition 1,0.0-5.0-0.5,0,12392,"<p style='font-size: 25px;'>Robin's Dad advises Robin to go to bed early.<br>One evening, after dinner, Dad asks Robin: &quot;Do you sometimes stay up late?&quot;<br>Robin replies: &quot;I sometimes stay up late.&quot;<br>Would you conclude that Robin does not always stay up late?</p>",,304548,23,html-button-response,
59,Condition 1,0.0-5.0-0.6,1,25359,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem hard?&quot;<br>George replies: &quot;The problem was hard.&quot; <br>Would you conculde that the problem was not unsolvable?</p>",,329930,24,html-button-response,
59,Condition 1,0.0-5.0-0.7,1,11624,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cool?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",,341557,25,html-button-response,
59,Condition 1,0.0-5.0-0.8,1,12348,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cold?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",,353908,26,html-button-response,
59,Condition 1,0.0-5.0-0.9,1,6128,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",,360038,27,html-button-response,
59,Condition 1,0.0-5.0-0.10,0,11462,"<p style='font-size: 25px;'>Mom does not allow Daphne to eat cookies. <br>One day, after returning home, Mom asks Daphne: &quot;Did you eat all of the cookies?&quot;<br>Daphne replies: &quot;I ate some of the cookies.&quot;<br>Would you conclude that Daphne did not eat all of the cookies?</p>",,371502,28,html-button-response,
59,Condition 1,0.0-5.0-0.11,0,9329,"<p style='font-size: 25px;'>Robin's Dad advises Robin to go to bed early.<br>One evening, after dinner, Dad asks Robin: &quot;Do you always stay up late?&quot;<br>Robin replies: &quot;I sometimes stay up late.&quot;<br>Would you conclude that Robin does not always stay up late?</p>",,380833,29,html-button-response,
59,Condition 1,0.0-5.0-0.12,1,13770,"<p style='font-size: 25px;'>John was getting married in a few days, and he was going to put the ring in his pocket so he could take it out for the wedding. <br>To keep the ring from wearing out, he wanted a box for the ring. <br>So he asked his friend Tommy to buy one. <br>Tommy called John after choosing the box, and John asked: &quot;Is the box small?&quot;<br>Tommy replies: &quot;The box is small.&quot;<br>Would you conclude that the box is not tiny?</p>",,394604,30,html-button-response,
59,Condition 1,0.0-5.0-0.13,1,9881,"<p style='font-size: 25px;'>The cold wave is coming and the temperature is getting lower day by day. <br>One weekend morning, Sarah came back from buying breakfast and complained about the weather. <br>Her roommate asked her: &quot;Is the weather cold?&quot;<br>Sarah replies: &quot;It is cool today.&quot;<br>Would you conclude that it is not cold outside?</p>",,404487,31,html-button-response,
59,Condition 1,0.0-5.0-0.14,1,11916,"<p style='font-size: 25px;'>John was getting married in a few days, and he was going to put the ring in his pocket so he could take it out for the wedding. <br>To keep the ring from wearing out, he wanted a box for the ring. <br>So he asked his friend Tommy to buy one. <br>Tommy called John after choosing the box, and John asked: &quot;Is the box tiny?&quot;<br>Tommy replies: &quot;The box is small.&quot;<br>Would you conclude that the box is not tiny?</p>",,416405,32,html-button-response,
59,Condition 1,0.0-5.0-0.15,1,6472,"<p style='font-size: 25px;'>At a class reunion, Rowan is absent. <br>When people talk about each other, someone asks Rowan's best friend Jane: &quot;Is Rowan stunning?&quot;<br>Jane replies: &quot;Rowan is attractive.&quot;<br>Would you conclude that Rowan is not stunning?</p>",,422879,33,html-button-response,
59,Condition 1,0.0-5.0-0.16,1,8734,"<p style='font-size: 25px;'>John was getting married in a few days, and he was going to put the ring in his pocket so he could take it out for the wedding. <br>To keep the ring from wearing out, he wanted a box for the ring. <br>So he asked his friend Tommy to buy one. <br>Tommy called John after choosing the box, and John asked: &quot;Is the box small?&quot;<br>Tommy replies: &quot;The box is small.&quot;<br>Would you conclude that the box is not tiny?</p>",,431615,34,html-button-response,
59,Condition 1,0.0-5.0-0.17,1,7031,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",,438647,35,html-button-response,
